query,function_call
Mình muốn loại bỏ chấm công khỏi hệ thống.,"delete(departments='finance', content='attendance', id='attendance_342', type_of_time='day', specific_time='2024-09-22')"
Bạn giúp tôi so sánh các hóa đơn này nhé năm 2024.,"compare(departments='accountant', content='invoice', id='invoice_569', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn biết dự báo về dự án hai tuần qua.,"predict(departments='hr', content='project', id='project_560', type_of_time='range', specific_time='2025-06-04 to 2025-06-08')"
Bạn có thể giúp tôi thêm dự án không?,"add(departments='employee', content='project', id='project_386', type_of_time='day', specific_time='2025-04-14')"
Mình muốn biết tình hình nhân viên tháng này.,"get(departments='finance', content='employee', id='employee_57', type_of_time='month', specific_time='2025-06-01')"
Làm ơn gỡ bỏ nhiệm vụ này giúp tôi.,"delete(departments='accountant', content='task', id='task_309', type_of_time='day', specific_time='2025-04-27')"
Tôi muốn biết sự khác biệt giữa các nhiệm vụ hôm nay.,"compare(departments='hr', content='task', id='task_754', type_of_time='day', specific_time='2025-04-19')"
Mình cần ước tính nhiệm vụ trong thời gian tới tháng 5 năm nay.,"predict(departments='employee', content='task', id='task_231', type_of_time='month', specific_time='2025-06-01')"
Làm ơn thêm một nhân viên mới giúp tôi.,"add(departments='employee', content='employee', id='employee_382', type_of_time='range', specific_time='2025-06-05 to 2025-06-26')"
Mình muốn biết tình hình nhiệm vụ ngày 1 tháng 6.,"get(departments='employee', content='task', id='task_228', type_of_time='day', specific_time='2025-04-25')"
Mình muốn loại bỏ dự án khỏi hệ thống.,"delete(departments='hr', content='project', id='project_612', type_of_time='day', specific_time='2025-05-11')"
Mình cần so sánh tình trạng hiệu suất tháng này.,"compare(departments='hr', content='performance', id='performance_97', type_of_time='month', specific_time='2025-06-01')"
Mình cần ước tính nghỉ phép trong thời gian tới ngày 1 tháng 6.,"predict(departments='accountant', content='leave_request', id='leave_request_163', type_of_time='day', specific_time='2024-11-18')"
Bạn có thể giúp tôi thêm dự án không?,"add(departments='accountant', content='project', id='project_638', type_of_time='range', specific_time='2025-05-16 to 2025-05-29')"
Mình muốn biết tình hình hóa đơn năm 2025.,"get(departments='hr', content='invoice', id='invoice_792', type_of_time='year', specific_time='2025-01-01')"
Làm ơn gỡ bỏ nhiệm vụ này giúp tôi.,"delete(departments='hr', content='task', id='task_756', type_of_time='year', specific_time='2025-01-01')"
Mình cần so sánh tình trạng nghỉ phép hai tuần qua.,"compare(departments='employee', content='leave_request', id='leave_request_383', type_of_time='range', specific_time='2025-06-04 to 2025-07-03')"
Mình cần ước tính nhân viên trong thời gian tới năm nay.,"predict(departments='manager', content='employee', id='employee_603', type_of_time='year', specific_time='2025-01-01')"
Làm ơn thêm một chấm công mới giúp tôi.,"add(departments='finance', content='attendance', id='attendance_145', type_of_time='month', specific_time='2025-06-01')"
Cho tôi biết về hóa đơn được không? năm tới.,"get(departments='accountant', content='invoice', id='invoice_733', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn xóa chấm công.,"delete(departments='finance', content='attendance', id='attendance_629', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn đối chiếu hóa đơn ngày 15 tháng 5.,"compare(departments='finance', content='invoice', id='invoice_88', type_of_time='day', specific_time='2024-12-08')"
Mình cần ước tính nghỉ phép trong thời gian tới năm ngoái.,"predict(departments='finance', content='leave_request', id='leave_request_811', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn đăng ký dự án.,"add(departments='hr', content='project', id='project_56', type_of_time='year', specific_time='2025-01-01')"
Cho tôi biết về hiệu suất được không? ngày mai.,"get(departments='hr', content='performance', id='performance_785', type_of_time='day', specific_time='2025-01-17')"
Bạn có thể xóa hóa đơn giùm tôi không?,"delete(departments='accountant', content='invoice', id='invoice_635', type_of_time='range', specific_time='2025-05-19 to 2025-06-10')"
Mình cần so sánh tình trạng chấm công năm ngoái.,"compare(departments='finance', content='attendance', id='attendance_893', type_of_time='year', specific_time='2025-01-01')"
Bạn có thể cho biết dự đoán của dự án không? năm 2025.,"predict(departments='manager', content='project', id='project_865', type_of_time='year', specific_time='2025-01-01')"
Tôi muốn đăng ký báo cáo.,"add(departments='hr', content='report', id='report_732', type_of_time='day', specific_time='2025-03-29')"
Cho tôi biết về nhiệm vụ được không? hôm nay.,"get(departments='accountant', content='task', id='task_389', type_of_time='day', specific_time='2024-08-15')"
Bạn có thể xóa nghỉ phép giùm tôi không?,"delete(departments='hr', content='leave_request', id='leave_request_920', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn biết sự khác biệt giữa các nhiệm vụ tháng trước.,"compare(departments='accountant', content='task', id='task_282', type_of_time='month', specific_time='2025-06-01')"
Mình cần ước tính chấm công trong thời gian tới trong quý trước.,"predict(departments='finance', content='attendance', id='attendance_866', type_of_time='range', specific_time='2025-05-16 to 2025-05-21')"
Mình cần tạo mới một nghỉ phép.,"add(departments='accountant', content='leave_request', id='leave_request_979', type_of_time='year', specific_time='2025-01-01')"
Bạn kiểm tra giúp tôi nhân viên nhé từ ngày 1 đến ngày 15.,"get(departments='accountant', content='employee', id='employee_243', type_of_time='range', specific_time='2025-05-27 to 2025-06-15')"
Bạn có thể xóa dự án giùm tôi không?,"delete(departments='hr', content='project', id='project_303', type_of_time='month', specific_time='2025-06-01')"
Bạn giúp tôi so sánh các hiệu suất này nhé ba tháng gần đây.,"compare(departments='hr', content='performance', id='performance_586', type_of_time='range', specific_time='2025-05-18 to 2025-05-28')"
Bạn có thể cho biết dự đoán của báo cáo không? hai tuần qua.,"predict(departments='employee', content='report', id='report_204', type_of_time='range', specific_time='2025-05-10 to 2025-06-01')"
Mình cần tạo mới một nhân viên.,"add(departments='finance', content='employee', id='employee_543', type_of_time='year', specific_time='2025-01-01')"
Bạn kiểm tra giúp tôi nghỉ phép nhé ngày 15 tháng 5.,"get(departments='finance', content='leave_request', id='leave_request_516', type_of_time='day', specific_time='2024-12-02')"
Làm ơn gỡ bỏ hóa đơn này giúp tôi.,"delete(departments='employee', content='invoice', id='invoice_172', type_of_time='day', specific_time='2024-08-03')"
Tôi muốn đối chiếu nhân viên trong quý trước.,"compare(departments='finance', content='employee', id='employee_30', type_of_time='range', specific_time='2025-06-09 to 2025-06-29')"
Bạn có thể cho biết dự đoán của nhân viên không? năm nay.,"predict(departments='accountant', content='employee', id='employee_849', type_of_time='year', specific_time='2025-01-01')"
Mình cần tạo mới một nhiệm vụ.,"add(departments='hr', content='task', id='task_421', type_of_time='year', specific_time='2025-01-01')"
Cho tôi biết về nghỉ phép được không? năm 2025.,"get(departments='manager', content='leave_request', id='leave_request_466', type_of_time='year', specific_time='2025-01-01')"
Mình muốn loại bỏ chấm công khỏi hệ thống.,"delete(departments='manager', content='attendance', id='attendance_179', type_of_time='year', specific_time='2025-01-01')"
Mình cần so sánh tình trạng nghỉ phép tháng trước.,"compare(departments='accountant', content='leave_request', id='leave_request_876', type_of_time='month', specific_time='2025-06-01')"
Cho tôi dự đoán về nhiệm vụ hôm nay.,"predict(departments='hr', content='task', id='task_761', type_of_time='day', specific_time='2025-04-25')"
Bạn có thể giúp tôi thêm nhiệm vụ không?,"add(departments='accountant', content='task', id='task_363', type_of_time='day', specific_time='2025-03-22')"
Tôi cần tra cứu hóa đơn năm ngoái.,"get(departments='finance', content='invoice', id='invoice_366', type_of_time='year', specific_time='2025-01-01')"
Làm ơn gỡ bỏ dự án này giúp tôi.,"delete(departments='employee', content='project', id='project_835', type_of_time='day', specific_time='2025-02-07')"
Mình cần so sánh tình trạng hóa đơn tháng này.,"compare(departments='hr', content='invoice', id='invoice_305', type_of_time='month', specific_time='2025-06-01')"
Tôi muốn biết dự báo về hiệu suất hôm nay.,"predict(departments='finance', content='performance', id='performance_425', type_of_time='day', specific_time='2025-05-06')"
Làm ơn thêm một dự án mới giúp tôi.,"add(departments='finance', content='project', id='project_732', type_of_time='year', specific_time='2025-01-01')"
Cho tôi biết về chấm công được không? ngày mai.,"get(departments='finance', content='attendance', id='attendance_652', type_of_time='day', specific_time='2024-09-12')"
Làm ơn gỡ bỏ hiệu suất này giúp tôi.,"delete(departments='hr', content='performance', id='performance_805', type_of_time='range', specific_time='2025-06-07 to 2025-07-02')"
Tôi muốn đối chiếu chấm công tháng 5 năm nay.,"compare(departments='manager', content='attendance', id='attendance_506', type_of_time='month', specific_time='2025-06-01')"
Mình cần ước tính hóa đơn trong thời gian tới tháng 12 năm ngoái.,"predict(departments='manager', content='invoice', id='invoice_970', type_of_time='month', specific_time='2025-06-01')"
Bạn có thể giúp tôi thêm hóa đơn không?,"add(departments='hr', content='invoice', id='invoice_34', type_of_time='day', specific_time='2024-08-11')"
Bạn kiểm tra giúp tôi nghỉ phép nhé trong quý trước.,"get(departments='finance', content='leave_request', id='leave_request_676', type_of_time='range', specific_time='2025-05-11 to 2025-05-30')"
Mình muốn loại bỏ nghỉ phép khỏi hệ thống.,"delete(departments='employee', content='leave_request', id='leave_request_613', type_of_time='range', specific_time='2025-05-18 to 2025-06-12')"
